Fund Name,Filename,Category,Start Date,End Date,Years,CAGR,CAGR_3Y,CAGR_5Y,CAGR_10Y,Abs_1Y,% Away from ATH,Mean Annual Return,Best 1y Return,Rolling 1y Mean,Rolling 2y Mean,Rolling 3y Mean,Rolling 4y Mean,Rolling 5y Mean,Rolling 1y Median,Rolling 3y Median,Skewness,Kurtosis,Positive Month %,Annual Volatility,Downside Deviation,Ulcer Index,Autocorrelation,Max Drawdown,Avg Drawdown,Worst Month,Worst Year,Negative Month %,VaR 95%,CVaR 95%,Recovery Ratio,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Sterling Ratio,Pain Index,Alpha,Beta,Upside Capture,Downside Capture,Roll 3Y 5th %,Roll 3Y 25th %,Roll 3Y Median,Roll 3Y 75th %,Roll 3Y 95th %,Vol_vs_Cat,Sharpe_vs_Cat,Sortino_vs_Cat,Alpha_vs_Cat,bad_days_pct,peer_outperformance_pct
HSBC Value Fund - Direct Growth,HSBC_Value_Fund___Direct_Growth_151113,Equity - Value / Contra,2022-11-28,2026-01-09,3.12,0.2269621690319432,0.235347584974344,,,0.090238170177884,-0.029909588010313,0.2076400827057473,0.617169872731987,0.271414275360447,0.2567300773318352,0.2393315670793238,,,0.2777955314106146,0.2392035391207383,-1.199409514311536,9.53461349376204,0.6666666666666666,0.1429225285552737,0.1042273545616102,0.0504269601186393,0.0210173045126255,-0.1960561340405129,-0.0371418118368526,-0.1021714111152948,-0.0214971483295474,0.3076923076923077,-0.0143515740665131,-0.0227290831966626,1.1576387045612346,1.1682004979877785,1.6019035476262575,1.1576387045612346,1.6549450965540913,0.0303058955478613,0.0952742838483557,1.054483270852025,125.71063735437976,64.4290190014232,0.2287711601806555,0.2340831918606376,0.2392035391207383,0.2449140996708839,0.250603048205719,-0.0260720258602747,0.7481785894744412,1.0292988298343644,0.0805122404259191,41.015625,71.05263157894737
SBI Small Cap Fund - Regular Plan - Growth,SBI_Small_Cap_Fund___Regular_Plan___Growth_125494,Equity - Small Cap,2013-11-18,2026-01-09,12.14,0.231253302710013,0.1288741416966436,0.1678209018546781,0.1694830662859736,-0.0600922524985051,-0.1375672303530612,0.2117680328522793,1.2571966780537762,0.247616541027531,0.2181311226808299,0.2088578561864204,0.2053715843114141,0.199498732142808,0.184258047223576,0.2125928444079649,-1.0768180166307946,7.715801625776921,0.6462585034013606,0.1466644034941568,0.1061345270971392,0.1153593202399251,0.1554665027254458,-0.4184871047738083,-0.0901046934802965,-0.2555215221380192,-0.1962239597868781,0.3469387755102041,-0.0145755387737633,-0.0227800926833038,0.5525936165584004,1.1676541725875271,1.613549401819768,0.5525936165584004,1.2164523583105604,0.0765179289744348,0.1110294797341118,0.6622977410651988,110.36388075609518,55.01733677320545,0.0210451643267269,0.1438233741800947,0.2125928444079649,0.2778191560816492,0.3711466785661067,-0.031831998320383,0.5905379421421024,0.8373211364406267,0.061441098089425,41.51636606546426,48.63013698630137
Aditya Birla Sun Life Special Opportunities Fund Direct Growth,Aditya_Birla_Sun_Life_Special_Opportunities_Fund_Direct_Growth_148539,Uncategorized,2020-10-27,2026-01-09,5.2,0.2205535017058444,0.2105554595717276,0.1825565360180159,,0.1407318053880177,-0.0247507734616706,0.2020002953763946,0.6949999999999998,0.1810394554822015,0.1831797099458322,0.1824168058748381,0.1695530495018031,0.1902633381150839,0.1345707656612529,0.1809366703162818,-0.6934345757794685,3.4785760044821004,0.625,0.1379259044422779,0.098572873452242,0.0646735962545825,0.0266889373055225,-0.2029498525073746,-0.0547298729803128,-0.0726972325485337,-0.0159556018036766,0.359375,-0.0144927536231884,-0.0213950797736914,1.0867389110215302,1.164056181868549,1.6287797654963518,1.0867389110215302,1.4254099577391022,0.0442993821032701,0.0524403857522458,0.9253775887249284,110.74494349782502,87.38904664951559,0.1542982968863287,0.1691735991025643,0.1809366703162818,0.194879726523902,0.2201247736065239,-0.0503246297443428,0.8886822946346804,1.1427140812110372,0.0215140661067648,39.54758190327613,63.49206349206349
HSBC Equity Savings Fund - Direct Growth,HSBC_Equity_Savings_Fund___Direct_Growth_151060,Hybrid - Equity Savings,2022-11-28,2026-01-09,3.12,0.1355036653927777,0.1429871390615602,,,0.0287872329449967,-0.0219396736409017,0.124728999540921,0.3024929825058835,0.151402898733136,0.1555719092626777,0.1462693401331015,,,0.1814791649456555,0.1462734795070739,-1.1685976322156506,7.094853903254387,0.7692307692307693,0.0651686214396996,0.0470004703166267,0.033022463193705,0.1140245193754408,-0.1153383375503207,-0.0229438516036202,-0.0694671400360882,-0.0089525538186316,0.2051282051282051,-0.006032321247424,-0.010754365431729,1.174836297026208,1.1585892677297307,1.6064448905326751,1.174836297026208,1.102158941869262,0.0177357380494242,0.0492597821017019,0.3744314651697555,60.95348840920887,7.575865071621476,0.1425984647542242,0.1444182316726161,0.1462734795070739,0.1483221803903179,0.1503764964754087,-0.0252130437744777,1.077085672435763,1.4599274256576673,0.0587343271093118,39.58333333333333,68.42105263157895
BARODA BNP PARIBAS ARBITRAGE FUND DIRECT PLAN GROWTH OPTION,BARODA_BNP_PARIBAS_ARBITRAGE_FUND_DIRECT_PLAN_GROWTH_OPTION_150251,Hybrid - Arbitrage,2022-03-14,2026-01-09,3.82,0.0703790509193136,0.0772440906580069,,,0.0701575662931355,0.0,0.0656681206937276,0.0862808478896002,0.0730573878062762,0.0749760680413577,0.0729197342240662,,,0.0750905012312237,0.0741024634074792,0.2952079826514714,1.575970460405162,0.9574468085106383,0.0089721230846048,0.0041293664388236,0.0003556284170134,-0.3455166895225772,-0.0028890394835396,-0.0004245424211984,-0.0004018059350389,0.0018102389858092,0.0212765957446808,-0.0006693917080882,-0.0009141420824467,24.360709266972577,1.1568110269377496,2.5134729680881365,24.360709266972577,0.700815251157743,0.0001757605623761,0.011063173524116,-0.0193829428025264,15.699359277436598,-23.60427961511789,0.068527593746562,0.0716129536816425,0.0741024634074792,0.0745174205665341,0.0752597516732148,-0.0126483777063435,1.6205512804316122,2.847950629154859,0.0249127593277279,30.36093418259023,97.82608695652173
Axis Business Cycles Fund - Regular Plan - IDCW,Axis_Business_Cycles_Fund___Regular_Plan___IDCW_151367,International Equity / FoF,2023-02-27,2025-10-31,2.67,0.2106957516227001,0.2106957516227001,,,0.0372439478584731,-0.0318655851680185,0.1929739599216657,0.4470588235294117,0.2008104172293731,0.1871694335993806,,,,0.2099550000784362,,-1.2375411470199182,10.308235746952178,0.7272727272727273,0.1302915013469564,0.0941569777662844,0.0578666643258755,0.0016330882634449,-0.1964078794901507,-0.0468365424338591,-0.0987654320987655,0.0353159851301114,0.2424242424242424,-0.011627906976744,-0.0202521994082746,1.0727459212412396,1.1566046139986428,1.6004735410768574,1.0727459212412396,1.4348999787815468,0.0368670498300805,0.0432219550310256,0.95735645835373,111.09982389577472,88.4146551266044,,,,,,-0.046645269553098,0.8474635183708121,1.1350785249909947,0.0216320027483899,39.39393939393939,59.375
Parag Parikh Flexi Cap Fund - Direct Plan - Growth,Parag_Parikh_Flexi_Cap_Fund___Direct_Plan___Growth_122639,Equity - Flexi Cap,2013-05-28,2026-01-09,12.62,0.1944637788687366,0.2260175647777003,0.2008139477765165,0.1858695836778392,0.0822294797030027,-0.017012066005939,0.1784438686335097,0.9697055394309246,0.2061731108105955,0.1924419948012404,0.1856862392072739,0.1848876571909948,0.1873851509368943,0.1721345967415304,0.1908328398626375,-0.8000172293106735,11.653563372238422,0.7320261437908496,0.1163406202293512,0.0814257360525698,0.0481190495446898,0.1030167166723795,-0.3120214904750364,-0.035608102598787,-0.1962619915209055,-0.0628978976497527,0.261437908496732,-0.0110778544454063,-0.0171887812223806,0.6232384140357631,1.1557767063959072,1.6513670663280775,0.6232384140357631,1.434012976673534,0.0292302092978507,0.0852110231431008,0.5648620714074084,86.19128529611017,35.90357985732952,0.1056101314578781,0.1359443438282854,0.1908328398626375,0.2242218497374538,0.29486238161293,-0.041491932013923,0.6567843415998402,0.9655737969577132,0.0720043620074142,41.9458762886598,53.94736842105263
Bajaj Finserv Multi Asset Allocation Fund - Direct IDCW,Bajaj_Finserv_Multi_Asset_Allocation_Fund___Direct_IDCW_152641,Hybrid - Multi Asset,2024-06-06,2026-01-09,1.59,0.1517501895919901,,,,0.2166634410683183,-0.0135651464392471,0.1395597328854008,0.2418432099970711,0.0955013374189144,,,,,0.0740402463097729,,-0.3798377606649108,1.3053327860985666,0.55,0.0794337093618339,0.054299223034303,0.0381708138972764,0.1048065879268386,-0.1002754920143327,-0.032868226452458,-0.0376235908001271,-0.0009932064677604,0.4,-0.0083768384545512,-0.0120650962160864,1.5133327849470932,1.155053570192128,1.6897145937802431,1.5133327849470932,1.1421104476493351,0.0258531853151228,0.0697929274966328,0.5656591272995543,94.77546238367236,47.67838007154175,,,,,,-0.0093851393068389,0.1696090452564712,0.2407468889812229,0.018004247659243,42.63959390862944,47.368421052631575
Bajaj Finserv Multi Asset Allocation Fund - Direct Growth,Bajaj_Finserv_Multi_Asset_Allocation_Fund___Direct_Growth_152639,Hybrid - Multi Asset,2024-06-06,2026-01-09,1.59,0.1517501895919901,,,,0.2166634410683183,-0.0135651464392471,0.1395597328854008,0.2418432099970711,0.0955013374189144,,,,,0.0740402463097729,,-0.3798377606649108,1.3053327860985666,0.55,0.0794337093618339,0.054299223034303,0.0381708138972764,0.1048065879268386,-0.1002754920143327,-0.032868226452458,-0.0376235908001271,-0.0009932064677604,0.4,-0.0083768384545512,-0.0120650962160864,1.5133327849470932,1.155053570192128,1.6897145937802431,1.5133327849470932,1.1421104476493351,0.0258531853151228,0.0697929274966328,0.5656591272995543,94.77546238367236,47.67838007154175,,,,,,-0.0093851393068389,0.1696090452564712,0.2407468889812229,0.018004247659243,42.63959390862944,47.368421052631575
Edelweiss Small Cap Fund - Direct Plan - Growth,Edelweiss_Small_Cap_Fund___Direct_Plan___Growth_146196,Equity - Small Cap,2019-02-14,2026-01-09,6.9,0.2552265654232035,0.207858648544716,0.241856449349622,,-0.013560931307794,-0.0717129926383466,0.234072845425431,1.3503224990514733,0.3015453019432777,0.3212493350278935,0.2971753186340361,0.2951122438997432,0.3152020645502279,0.2476934614689581,0.2934924998400315,-1.524991975892635,13.09533891991299,0.6666666666666666,0.1691012397218707,0.1257593097087849,0.0814941873987107,0.1144138786497109,-0.3708625079567154,-0.0630050824362672,-0.2731985044187627,-0.0227189072021595,0.3214285714285714,-0.0164464815314102,-0.027252236161593,0.6881972697358555,1.1544951754599937,1.552382609886145,0.6881972697358555,1.565758328566188,0.0516068266792067,0.1167106467310211,0.7646543978473104,119.59157730484912,69.29356159521667,0.2064084722608327,0.2416414469688528,0.2934924998400315,0.3481089364397101,0.406291491683307,-0.0093951620926692,0.5773789450145688,0.7761543445070037,0.0671222650863344,38.62433862433862,62.65060240963856
WhiteOak Capital Multi Cap Fund Direct Plan Growth,WhiteOak_Capital_Multi_Cap_Fund_Direct_Plan_Growth_152071,Equity - Multi Cap,2023-09-25,2026-01-09,2.29,0.2206577853370859,,,,0.081180811808118,-0.0343017578125,0.2020264211627193,0.5489388007418092,0.1775512057505151,0.2172232117071809,,,,0.1188262401360656,,-1.0151241865827323,6.8800447990104345,0.6551724137931034,0.1392133727916883,0.1011459958162902,0.0492962704547169,0.0162355673952491,-0.1692854833494989,-0.0375428702660987,-0.0793980652096023,-0.0116191904047976,0.3103448275862069,-0.0130917746627876,-0.0222449869304874,1.3034654890137636,1.154039889382508,1.588375140711313,1.3034654890137636,1.6042837037658737,0.0285951528526785,0.0821935390431676,0.9685595020463325,122.980333454412,76.27409569446003,,,,,,-0.0106473982374191,0.6583059248776317,0.9078381871329724,0.0572668053114978,39.786856127886324,71.42857142857143
ICICI Prudential PSU Equity Fund - Growth,ICICI_Prudential_PSU_Equity_Fund___Growth_150538,Equity - Sectoral / Thematic,2022-09-13,2026-01-09,3.32,0.2515108320260049,0.2634568630244958,,,0.0848329048843188,-0.0777972027972026,0.2306163075114377,0.9355692850838482,0.3374671141192165,0.3226836207935387,0.2642155244340143,,,0.2705771050141909,0.2633228107177117,-2.109167137217675,27.57793906382081,0.5609756097560976,0.166334879922362,0.1216283191660024,0.0772026449427509,-0.0398120055383258,-0.2364510489510489,-0.0644622763222564,-0.103642893791688,-0.0093896713615022,0.4146341463414634,-0.0152361604875571,-0.0245296589612289,1.063690912524028,1.1513570221434846,1.574557910026073,1.063690912524028,1.529291930346268,0.0543738188080713,0.1198966440091268,1.0268642644006325,134.29530347958416,67.19126535466856,0.2538382998291179,0.2586686424592204,0.2633228107177117,0.2674340524152678,0.2779844185659482,-0.0026173993658928,0.7753549420670872,1.042450831522164,0.0979220630768145,40.46454767726161,57.49999999999999
HDFC Dividend Yield Fund - Growth Option Direct Plan,HDFC_Dividend_Yield_Fund___Growth_Option_Direct_Plan_148609,Equity - Dividend Yield,2020-12-18,2026-01-09,5.06,0.2144827460202578,0.1896257864244415,0.2080722188227952,,0.0444001874414246,-0.0602930325708863,0.1968090315641631,0.5178329571106093,0.2057572207405722,0.2263980247344864,0.2292923489226065,0.1981796422982421,0.2080737198604922,0.1812476652969743,0.2261421806833967,-0.9661242298361776,6.361267123139719,0.6129032258064516,0.1342119348921645,0.0966216463742926,0.0574257695723891,0.0228315632697288,-0.2000281086398931,-0.0478985956035493,-0.0840130177990277,-0.0138274336283186,0.3709677419354839,-0.01333527654303,-0.0206362713454988,1.0722630308242684,1.151035831085964,1.5988419967697824,1.0722630308242684,1.450201370371299,0.0385436844258689,0.0735357573837962,0.8861924569098967,116.05080059984527,78.52659199912699,0.1829348530096651,0.2015793447001468,0.2261421806833967,0.2570682965923581,0.2808195325209426,-0.0091390745099353,0.7147552461853786,0.9978965179975536,0.0612399231668122,41.974317817014445,65.57377049180327
ICICI Prudential Equity Arbitrage Fund - Bonus,ICICI_Prudential_Equity_Arbitrage_Fund___Bonus_130898,International Equity / FoF,2014-11-05,2017-01-17,2.2,0.0715465890641231,,,,0.06685941452837,0.0,0.066839984134611,0.0778801162389795,0.066061961681843,0.0697858267613011,,,,0.0645973077591808,,0.0707391155988902,1.079030121174485,0.9629629629629628,0.0100459113785522,0.0049304551854123,0.0004388306184999,-0.3499181223047012,-0.0024737664657289,-0.0004889137981158,0.0005677340631964,0.0005677340631964,0.0,-0.0007291597617447,-0.0010739467587049,28.922127474568107,1.1493819354981345,2.341891089140399,28.922127474568107,0.7119848982332679,0.0002108706468395,0.0105356885427523,-0.0066803945231918,19.385901999768915,-17.28302749585007,,,,,,-0.1668908595215021,0.8402408398703038,1.8764960730545364,-0.0110542637398833,30.81180811808118,53.84615384615385
ITI Flexi Cap Fund Regular Plan IDCW,ITI_Flexi_Cap_Fund__Regular_Plan__IDCW_151378,Equity - Flexi Cap,2023-02-22,2026-01-09,2.88,0.2273750811039103,0.2273750811039103,,,0.0330836526476154,-0.054270077234355,0.2085303917177048,0.5666324659815316,0.2230471056252735,0.2044236874913332,,,,0.1015332868158804,,-1.3800983593378011,11.164282327766674,0.75,0.145847875724298,0.1077800240010554,0.0651179457469838,0.0225237707916971,-0.2203292233245639,-0.0526696276749712,-0.0947471079652098,-0.0248816650235034,0.2222222222222222,-0.0147979347999909,-0.0233142055072927,1.0319787710092694,1.1476004040011252,1.5529323049906851,1.0319787710092694,1.489327540563501,0.041408259739154,0.0664520210034441,1.0446932840993166,123.95336565815224,87.49923951428356,,,,,,-0.0119846765189762,0.6486080392050582,0.8671390356203209,0.0532453598677575,37.960339943342774,62.857142857142854
ITI Flexi Cap Fund Regular Plan Growth,ITI_Flexi_Cap_Fund__Regular_Plan__Growth_151377,Equity - Flexi Cap,2023-02-22,2026-01-09,2.88,0.2273750811039103,0.2273750811039103,,,0.0330836526476154,-0.054270077234355,0.2085303917177048,0.5666324659815316,0.2230471056252735,0.2044236874913332,,,,0.1015332868158804,,-1.3800983593378011,11.164282327766674,0.75,0.145847875724298,0.1077800240010554,0.0651179457469838,0.0225237707916971,-0.2203292233245639,-0.0526696276749712,-0.0947471079652098,-0.0248816650235034,0.2222222222222222,-0.0147979347999909,-0.0233142055072927,1.0319787710092694,1.1476004040011252,1.5529323049906851,1.0319787710092694,1.489327540563501,0.041408259739154,0.0664520210034441,1.0446932840993166,123.95336565815224,87.49923951428356,,,,,,-0.0119846765189762,0.6486080392050582,0.8671390356203209,0.0532453598677575,37.960339943342774,62.857142857142854
Baroda BNP Paribas Large and Mid Cap Fund Direct Plan Growth Option,Baroda_BNP_Paribas_Large_and_Mid_Cap_Fund__Direct_Plan__Growth_Option_148474,Equity - Large & Mid Cap,2020-09-11,2026-01-09,5.33,0.2233982909962348,0.1933123889104506,0.1849212931201893,,0.0246909263817407,-0.0503104301953311,0.2051084040777369,0.7826941986234022,0.2125496573881585,0.2108840981314098,0.2099013433751776,0.198867580452722,0.2056437168797025,0.1677598060214857,0.2084847476863012,-0.9011143204623135,5.294719662741748,0.6923076923076923,0.1430430468567952,0.1031382764644603,0.0660759291740622,0.0355578825716375,-0.2061114175399889,-0.0564321077283429,-0.089008192332798,-0.0221019546082441,0.2923076923076923,-0.0147563725984081,-0.0223010680782046,1.0838714985446745,1.1423015280135769,1.5842643158046086,1.0838714985446745,1.428084644772441,0.0464520225369897,0.0521273653019057,0.9270284063490454,111.71512153805962,89.3057609341276,0.1753606434911718,0.1951585585582222,0.2084847476863012,0.2266800675257059,0.2483300919015613,-0.0185037789383031,0.6723879226632414,0.9473843852520282,0.0362659725774514,41.0958904109589,54.6875
WhiteOak Capital Balanced Advantage Fund Regular Plan Growth,WhiteOak_Capital_Balanced_Advantage_Fund_Regular_Plan_Growth_151268,Hybrid - Balanced Advantage,2023-02-13,2026-01-09,2.9,0.1402910303383697,0.1402910303383697,,,0.0717122683142099,-0.0149405083829096,0.1291294616689363,0.2799442896935933,0.1466162220426789,0.1444723363586574,0.1376175970522253,,,0.1340453942626057,0.1382505387454452,-0.8757400134804069,10.759193554514257,0.7222222222222222,0.07039655988836,0.0487509979253312,0.0197584140762712,-0.0225665913319103,-0.0813072082379863,-0.0151746191703895,-0.0406242999029199,-0.0066130351786201,0.25,-0.0063935923557929,-0.0102685313882377,1.725443947450978,1.1405533234251943,1.6469617803792709,1.725443947450978,1.218072448156507,0.0113609977736205,0.0292028012769428,0.5608650652824803,71.75564325738557,38.81789820431344,0.134168678034117,0.1359099080100596,0.1382505387454452,0.1399582277876109,0.1401803976998257,-0.0232477774852358,0.8522899108451027,1.2294435942942423,0.0376168580943636,40.476190476190474,74.28571428571429
Mirae Asset Flexi Cap Fund - Direct Plan - Growth,Mirae_Asset_Flexi_Cap_Fund___Direct_Plan___Growth_151412,Equity - Flexi Cap,2023-02-27,2026-01-09,2.87,0.2019760930002108,0.2019760930002108,,,0.0984637324171908,-0.0229474169741697,0.1852943832818946,0.4127472077057075,0.1844473918649316,0.1787639502661497,,,,0.1391245496675898,,-0.9341736472000064,8.368349408564718,0.6944444444444444,0.1247581682447116,0.0891452710191272,0.0446949690810974,0.0031865045377794,-0.1610566680869194,-0.034120576231664,-0.0796879167778074,-0.0153971297426063,0.2777777777777778,-0.0127825521773669,-0.0191470444527975,1.2540684927817325,1.138010400423052,1.592637403836577,1.2540684927817325,1.5059292069498806,0.0267050376639823,0.0433107652099286,0.9850484674897813,111.39938275186644,85.32781088739914,,,,,,-0.0330743839985626,0.639018035626985,0.9068441344662128,0.030104104074242,40.340909090909086,57.14285714285714
ICICI Prudential Regular Savings Fund - Direct Plan - Growth,ICICI_Prudential_Regular_Savings_Fund___Direct_Plan___Growth_120616,Uncategorized,2013-01-04,2026-01-09,13.01,0.1062394145164862,0.1081114401296936,0.0973549718020174,0.1032891808889253,0.0825663408526364,-0.0060331929914833,0.0983766179320538,0.2859203548677584,0.1086726181372165,0.1072666736641313,0.103546153936272,0.1024677279370384,0.1015968833328276,0.1007595582081056,0.1003151537521227,-1.1561644186973443,12.177767523231564,0.7770700636942676,0.0407882971766323,0.0280191072953217,0.0122201797363279,0.0895891441217902,-0.0884908824835161,-0.0086579610354252,-0.0457440841003055,-0.0025573157372025,0.2165605095541401,-0.0033912583036488,-0.0060059149284094,1.2005690477352429,1.1336441508270851,1.6502815035868983,1.2005690477352429,0.977741653755582,0.0061416455048113,0.0290280547877375,0.203940696502482,40.28297228771287,5.258692540417792,0.0770455791079258,0.0940835785358149,0.1003151537521227,0.1104994835875784,0.1426180409557418,-0.1474622370099884,0.8582702635932165,1.1642158193015837,-0.0018982648577435,38.796944621260344,46.15384615384615
ICICI Prudential Innovation Fund - Direct Plan - IDCW,ICICI_Prudential_Innovation_Fund___Direct_Plan___IDCW_151578,Equity - Sectoral / Thematic,2023-05-02,2026-01-09,2.69,0.2083880417809331,0.2083880417809331,,,-0.0628154795288837,-0.1265028750653423,0.1914050451779373,0.6286956521739131,0.2160436187384355,0.2121796235640941,,,,0.0448108225463848,,-3.544309719831769,35.10552502403512,0.7575757575757576,0.1308992183331986,0.1033070317970123,0.0780051638587195,0.0706222603142687,-0.2326189231573444,-0.0684117067422049,-0.0963923337091318,-0.0848849945235488,0.2121212121212121,-0.0111779879621668,-0.0202707714423733,0.8958344357908432,1.1336052550231237,1.4363789105130846,0.8958344357908432,1.237372661390587,0.0502398471388067,0.0708521862898148,0.8145788760068647,126.0424584083466,104.39843405835636,,,,,,-0.0380530609550562,0.7576031749467261,0.9042718320091756,0.0488776053575025,37.55656108597285,53.125
Bajaj Finserv Flexi Cap Fund Direct Plan Growth,Bajaj_Finserv_Flexi_Cap_Fund_Direct_Plan_Growth_151895,Equity - Flexi Cap,2023-08-16,2026-01-09,2.4,0.1938642498640037,0.1938642498640037,,,0.0863926293408929,-0.0253067972276975,0.178060452622736,0.5062411918663177,0.1750192542363662,0.2041473091529283,,,,0.0975321298305128,,-0.9149748701480556,5.907914025031861,0.6666666666666666,0.1182016350766588,0.0853781400471736,0.052596391359864,0.029752391119725,-0.1752529898804047,-0.0401870552857083,-0.077931590126712,-0.0079601346104063,0.3,-0.0120618419298947,-0.0190332642715363,1.1061965333447354,1.132507598369405,1.5678984080707346,1.1061965333447354,1.3828969405834122,0.0308442048530436,0.0661790929069677,0.8556320525501598,112.94014267267688,74.30315273014058,,,,,,-0.0396309171666154,0.633515233573338,0.8821051387003703,0.052972431771281,38.983050847457626,68.96551724137932
Bajaj Finserv Flexi Cap Fund Direct Plan IDCW,Bajaj_Finserv_Flexi_Cap_Fund_Direct_Plan_IDCW_151896,Equity - Flexi Cap,2023-08-16,2026-01-09,2.4,0.1938642498640037,0.1938642498640037,,,0.0863926293408929,-0.0253067972276975,0.178060452622736,0.5062411918663177,0.1750192542363662,0.2041473091529283,,,,0.0975321298305128,,-0.9149748701480556,5.907914025031861,0.6666666666666666,0.1182016350766588,0.0853781400471736,0.052596391359864,0.029752391119725,-0.1752529898804047,-0.0401870552857083,-0.077931590126712,-0.0079601346104063,0.3,-0.0120618419298947,-0.0190332642715363,1.1061965333447354,1.132507598369405,1.5678984080707346,1.1061965333447354,1.3828969405834122,0.0308442048530436,0.0661790929069677,0.8556320525501598,112.94014267267688,74.30315273014058,,,,,,-0.0396309171666154,0.633515233573338,0.8821051387003703,0.052972431771281,38.983050847457626,68.96551724137932
Mirae Asset Flexi Cap Fund - Direct Plan - IDCW,Mirae_Asset_Flexi_Cap_Fund___Direct_Plan____IDCW_151413,Equity - Flexi Cap,2023-02-27,2026-01-09,2.87,0.2007376961336351,0.2007376961336351,,,0.0984981470645602,-0.0229572659457583,0.1843027308968578,0.4086484270929398,0.1825709001606306,0.1770766174084608,,,,0.137530790980119,,-0.9320934394506116,8.359790020525569,0.6944444444444444,0.124784279057866,0.089169899186171,0.0446976891828844,0.0029399540599188,-0.1610402295342164,-0.0340152437053281,-0.0796548956661317,-0.0153846153846153,0.2777777777777778,-0.0127480805446905,-0.0191546803173797,1.2465065202293697,1.1278479724867512,1.578309467859772,1.2465065202293697,1.497872112033881,0.026713304723251,0.0422758470266878,0.9848221474333216,110.96952200085056,85.33243197780753,,,,,,-0.0330482731854083,0.6288556076906842,0.8925161984894078,0.0290691858910011,40.48295454545455,54.285714285714285
Axis Business Cycles Fund - Direct Plan - Growth,Axis_Business_Cycles_Fund___Direct_Plan___Growth_151368,International Equity / FoF,2023-02-27,2026-01-09,2.87,0.2049773578587399,0.2049773578587399,,,0.0490797546012269,-0.0317100792751981,0.1882178776377754,0.4671107410491257,0.1997808254502879,0.1890152927034561,,,,0.1239573404712401,,-1.197025535381388,10.106441150189507,0.6944444444444444,0.1287147466575339,0.0927573602767322,0.0533552526225173,0.0050108411023448,-0.1925254813137033,-0.0420668855772176,-0.0980392156862746,-0.0115606936416184,0.25,-0.0118133490844654,-0.0200041433226985,1.0646765117015726,1.1263461384457778,1.5629741664296462,1.0646765117015726,1.4428229141922633,0.0332608841963867,0.0483887362317161,0.9644994638214406,112.15533931007116,83.40134235897814,,,,,,-0.0482220242425204,0.8172050428179471,1.0975791503437835,0.0267987839490804,39.492242595204516,62.857142857142854
Axis Business Cycles Fund - Direct Plan - IDCW,Axis_Business_Cycles_Fund___Direct_Plan___IDCW_151369,International Equity / FoF,2023-02-27,2026-01-09,2.87,0.2047314858866959,0.2047314858866959,,,0.0491098833640271,-0.0317280453257789,0.1880058526852595,0.466278101582015,0.1995291381684011,0.1887930629334813,,,,0.124044521726745,,-1.2029880040619163,10.116355540856746,0.6944444444444444,0.1285964397394851,0.0927053019415922,0.053375935768042,0.007601756456905,-0.1926345609065155,-0.0420684956511971,-0.0981012658227848,-0.0115673799884326,0.25,-0.0118203309692672,-0.0199965733318078,1.062797272323584,1.1254703954471663,1.5611996601648754,1.062797272323584,1.4410759046069392,0.0332621572282132,0.0481697305002786,0.9644273152018648,112.11171903295916,83.50855099552841,,,,,,-0.0483403311605693,0.8163292998193357,1.0958046440790128,0.0265797782176428,39.63328631875881,60.0
JM Midcap Fund Direct - Growth,JM_Midcap_Fund__Direct____Growth_150815,Equity - Mid Cap,2022-11-25,2026-01-09,3.12,0.234616764368025,0.246971468775184,,,-0.0269910949454408,-0.1021438921526417,0.2158459208192404,0.7109622103914888,0.3088931908951012,0.2904146486868337,0.267610427522628,,,0.3531220929826369,0.2674979630133887,-1.2051292482046976,6.582339311845413,0.6153846153846154,0.1556390659983594,0.1153123189922987,0.0693029428872463,0.030372722755876,-0.2253841275132055,-0.0577304564094125,-0.1000747589159419,-0.0337775563582015,0.358974358974359,-0.0157274377528516,-0.0255508175500796,1.0409640064572807,1.1219340288887727,1.5142941005261283,1.0409640064572807,1.4874537848229057,0.0467644996159579,0.1079298332231808,0.9788490213733674,127.19673197608958,58.470896717138935,0.2565294762095043,0.2622785460522844,0.2674979630133887,0.2722324380495247,0.278573160492634,-0.0195546126877539,0.654275009698223,0.8757182970082757,0.082577384634883,40.442132639791936,52.63157894736842
JM Midcap Fund Direct - IDCW,JM_Midcap_Fund__Direct____IDCW_150814,Equity - Mid Cap,2022-11-25,2026-01-09,3.12,0.2346147265803864,0.246969326090102,,,-0.0269912303586121,-0.1021485215893781,0.2158445816582333,0.7109622103914888,0.3088903647591076,0.2904108759493281,0.2676086051115723,,,0.3531220929826369,0.2674948886696027,-1.2051831286418746,6.582290604910217,0.6153846153846154,0.1556406689366855,0.1153144507817239,0.0693057302507289,0.0303564090142638,-0.2253887569499419,-0.0577330353252616,-0.1000752971548433,-0.0337777246368146,0.358974358974359,-0.0157275164026243,-0.0255514811399601,1.0409335840673433,1.121909381226185,1.5142484345774718,1.0409335840673433,1.4874165459162496,0.0467665886642131,0.1079278347714581,0.9788582667204092,127.1961697579641,58.471296029333786,0.2565274099597593,0.2622796356232454,0.2674948886696027,0.2722298123216013,0.2785691346981336,-0.0195530097494278,0.6542503620356355,0.8756726310596192,0.0825753861831603,40.442132639791936,52.63157894736842
